,Buying,Maint,Doors,Persons,Lugboot,Safety,y
1607,1,2,5,4,2,2,positive
1608,1,2,5,4,2,3,negative
1609,1,2,5,4,3,1,negative
1610,1,2,5,4,3,2,positive
1611,1,2,5,4,3,3,negative
1612,1,2,5,5,1,1,negative
1613,1,2,5,5,1,2,negative
1614,1,2,5,5,1,3,positive
1615,1,2,5,5,2,1,negative
1616,1,2,5,5,2,2,positive
1617,1,2,5,5,2,3,negative
1618,1,2,5,5,3,1,negative
1619,1,2,5,5,3,2,positive
1620,1,2,5,5,3,3,negative
1621,1,1,2,2,1,1,negative
1622,1,1,2,2,1,2,negative
1623,1,1,2,2,1,3,negative
1624,1,1,2,2,2,1,negative
1625,1,1,2,2,2,2,negative
1626,1,1,2,2,2,3,negative
1627,1,1,2,2,3,1,negative
1628,1,1,2,2,3,2,negative
1629,1,1,2,2,3,3,negative
1630,1,1,2,4,1,1,negative
1631,1,1,2,4,1,2,negative
1632,1,1,2,4,1,3,positive
1633,1,1,2,4,2,1,negative
1634,1,1,2,4,2,2,negative
1635,1,1,2,4,2,3,positive
1636,1,1,2,4,3,1,negative
1637,1,1,2,4,3,2,positive
1638,1,1,2,4,3,3,negative
1639,1,1,2,5,1,1,negative
1640,1,1,2,5,1,2,negative
1641,1,1,2,5,1,3,negative
1642,1,1,2,5,2,1,negative
1643,1,1,2,5,2,2,negative
1644,1,1,2,5,2,3,positive
1645,1,1,2,5,3,1,negative
1646,1,1,2,5,3,2,positive
1647,1,1,2,5,3,3,negative
1648,1,1,3,2,1,1,negative
1649,1,1,3,2,1,2,negative
1650,1,1,3,2,1,3,negative
1651,1,1,3,2,2,1,negative
1652,1,1,3,2,2,2,negative
1653,1,1,3,2,2,3,negative
1654,1,1,3,2,3,1,negative
1655,1,1,3,2,3,2,negative
1656,1,1,3,2,3,3,negative
1657,1,1,3,4,1,1,negative
1658,1,1,3,4,1,2,negative
1659,1,1,3,4,1,3,positive
1660,1,1,3,4,2,1,negative
1661,1,1,3,4,2,2,negative
1662,1,1,3,4,2,3,positive
1663,1,1,3,4,3,1,negative
1664,1,1,3,4,3,2,positive
1665,1,1,3,4,3,3,negative
1666,1,1,3,5,1,1,negative
1667,1,1,3,5,1,2,negative
1668,1,1,3,5,1,3,positive
1669,1,1,3,5,2,1,negative
1670,1,1,3,5,2,2,positive
1671,1,1,3,5,2,3,negative
1672,1,1,3,5,3,1,negative
1673,1,1,3,5,3,2,positive
1674,1,1,3,5,3,3,negative
1675,1,1,4,2,1,1,negative
1676,1,1,4,2,1,2,negative
1677,1,1,4,2,1,3,negative
1678,1,1,4,2,2,1,negative
1679,1,1,4,2,2,2,negative
1680,1,1,4,2,2,3,negative
1681,1,1,4,2,3,1,negative
1682,1,1,4,2,3,2,negative
1683,1,1,4,2,3,3,negative
1684,1,1,4,4,1,1,negative
1685,1,1,4,4,1,2,negative
1686,1,1,4,4,1,3,positive
1687,1,1,4,4,2,1,negative
1688,1,1,4,4,2,2,positive
1689,1,1,4,4,2,3,negative
1690,1,1,4,4,3,1,negative
1691,1,1,4,4,3,2,positive
1692,1,1,4,4,3,3,negative
1693,1,1,4,5,1,1,negative
1694,1,1,4,5,1,2,negative
1695,1,1,4,5,1,3,positive
1696,1,1,4,5,2,1,negative
1697,1,1,4,5,2,2,positive
1698,1,1,4,5,2,3,negative
1699,1,1,4,5,3,1,negative
1700,1,1,4,5,3,2,positive
1701,1,1,4,5,3,3,negative
1702,1,1,5,2,1,1,negative
1703,1,1,5,2,1,2,negative
1704,1,1,5,2,1,3,negative
1705,1,1,5,2,2,1,negative
1706,1,1,5,2,2,2,negative
1707,1,1,5,2,2,3,negative
1708,1,1,5,2,3,1,negative
1709,1,1,5,2,3,2,negative
1710,1,1,5,2,3,3,negative
1711,1,1,5,4,1,1,negative
1712,1,1,5,4,1,2,negative
1713,1,1,5,4,1,3,positive
1714,1,1,5,4,2,1,negative
1715,1,1,5,4,2,2,positive
1716,1,1,5,4,2,3,negative
1717,1,1,5,4,3,1,negative
1718,1,1,5,4,3,2,positive
1719,1,1,5,4,3,3,negative
1720,1,1,5,5,1,1,negative
1721,1,1,5,5,1,2,negative
1722,1,1,5,5,1,3,positive
1723,1,1,5,5,2,1,negative
1724,1,1,5,5,2,2,positive
1725,1,1,5,5,2,3,negative
1726,1,1,5,5,3,1,negative
1727,1,1,5,5,3,2,positive
1728,1,1,5,5,3,3,negative
